seq1,seq2,item_id,category1,category2,item_definition,uni_lemma,word_1,word_2,word_3,word_for_llm,irregular,note,AoA,concreteness,iconicity,childBOI,adultBOI,Auditory,Gustatory,Haptic,Interoceptive,Olfactory,Visual,Foot_leg,Hand_arm,Head,Mouth,Torso,phoneme,socialness,semD,valence,arousal,valence2,arousal2,dominance,imageability,babiness,frequency,mlu,contextD,word_used,prop50.1,prop50.2,prop50.3,prop50.4,prop50.5,prop40.1,prop40.2,prop40.3,prop40.4,prop40.5,prop30.1,prop30.2,prop30.3,prop30.4,prop30.5,prop20.1,prop20.2,prop20.3,prop20.4,prop20.5,prop10.1,prop10.2,prop10.3,prop10.4,prop10.5
85,86,item_86,toys,nouns,story,story,story,,,story,FALSE,,25,3.3,4.8,5.15625,2.821428571,4.357142857,0.071428571,0.285714286,0.5,0.142857143,2.214285714,0.210526316,1,3.421052632,3.263157895,0.368421053,5,4.818181818,1.774940101,7.27,3.52,2.73,6.48,5.33,,7,2214.260147,8.41878453,459,story,training,training,test,training,test,test,training,training,test,training,training,training,training,training,training,test,test,test,training,training,test,test,training,test,training
86,87,item_87,toys,nouns,toy (object),toy (object),toy,,,toy,TRUE,polysemy,22,4.93,3.2,7,6.08,2.7,0.05,3.45,0.35,0.25,4.35,1.095238095,3.285714286,2.095238095,0.333333333,0.80952381,2,,1.714474585,7.29,4.29,2.71,5.71,5.61,6.8,8.266666667,2044.439082,8.526582278,611,toy,test,test,training,training,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test
87,88,item_88,food_drink,nouns,apple,apple,apple,,,apple,FALSE,,18.5,5,4,6.925925926,6.272727273,0.777777778,4.833333333,3.277777778,0.277777778,2.555555556,4.055555556,0.052631579,2.421052632,1.578947368,3.789473684,0.157894737,4,1.909090909,1.523402299,6.62,3.52,3.38,6.48,6.44,,3.5,2139.989063,5.467657343,489,apple,test,training,training,test,test,test,test,test,training,test,test,test,test,training,test,test,test,test,test,test,training,training,test,test,test
89,90,item_90,food_drink,nouns,banana,banana,banana,,,banana,FALSE,,17,5,3.1,6.90625,6.107142857,0.157894737,4.473684211,2.210526316,0.157894737,2.473684211,3.894736842,0.055555556,2.777777778,1.888888889,4.055555556,0.611111111,6,,1.637731115,6.71,3.21,3.29,6.79,6.05,,3.083333333,1953.121922,5.178981938,376,banana,training,test,training,training,training,test,test,test,test,test,test,test,test,test,test,training,test,training,training,test,test,test,test,test,test
91,92,item_92,food_drink,nouns,bread,bread,bread,,,bread,FALSE,,23,4.92,3.8,6.961538462,6.230769231,0.157894737,4.421052632,3.105263158,1,3,3.842105263,0,2.428571429,1.619047619,4.619047619,0.380952381,4,,1.555067199,6.52,3.85,3.48,6.15,6.05,6.2,2.1,3078.809615,6.287925697,498,bread,training,training,test,test,training,test,training,test,test,test,training,test,test,training,test,test,test,training,test,test,training,training,test,test,test
92,93,item_93,food_drink,nouns,butter,butter,butter,,,butter,FALSE,,26,4.9,3.5,6.206896552,6.217391304,0.388888889,4.611111111,2.833333333,0.444444444,2.611111111,3.777777778,0.055555556,2.5,2.388888889,4.444444444,0.5,4,,1.302274476,6.36,3.37,3.64,6.63,5.67,,2.4,2514.497713,6.27938343,376,butter,training,test,test,training,training,test,test,training,test,test,test,test,test,training,test,test,training,training,test,test,test,test,test,test,test
93,94,item_94,food_drink,nouns,cake,cake,cake,,,cake,FALSE,,23,4.81,4.3,6.714285714,6.086956522,0.222222222,4.444444444,2.444444444,0.888888889,3.111111111,4,0.210526316,1.736842105,1.842105263,3.894736842,1.052631579,3,,1.375341685,7.58,5.33,2.42,4.67,5.88,6.8,4.166666667,1738.265997,6.966527197,340,cake,test,training,test,training,test,training,test,training,test,training,training,test,test,test,test,training,test,test,test,test,training,test,test,test,test
94,95,item_95,food_drink,nouns,candy,candy,candy,,,candy,FALSE,,24,4.83,4.1,6.260869565,6.4,0.588235294,4.235294118,2.647058824,0.882352941,2.352941176,3.882352941,0.3,2.15,1.7,4.55,1.05,5,2.857142857,1.389031331,7.27,5.03,2.73,4.97,6.46,,4.5,2446.250237,6.835616438,203,candy,training,test,test,training,test,training,test,test,training,test,test,test,training,test,test,test,test,test,training,test,test,test,test,test,test
96,97,item_97,food_drink,nouns,cereal,cereal,cereal,,,cereal,FALSE,,23,4.83,3.6,6.892857143,5.958333333,1.411764706,4.588235294,2.352941176,0.647058824,2.294117647,3.764705882,0.055555556,1.722222222,1.333333333,3.722222222,0.777777778,6,1.833333333,1.273941279,6.45,3.05,3.55,6.95,5.77,,6.315789474,1651.180276,6.960334029,376,cereal,test,training,test,test,test,training,test,training,test,training,training,test,test,test,test,test,test,training,test,test,test,test,test,test,test
98,99,item_99,food_drink,nouns,cheese,cheese,cheese,,,cheese,FALSE,,18.5,4.7,3.846153846,6.137931034,6.391304348,0.375,3.9375,2.25,0,3.0625,3.25,0.05,2.25,2.35,4.05,0.85,3,,1.385329509,6.81,3.8,3.19,6.2,7.11,6.4,1.916666667,3197.018002,5.722188815,607,cheese,test,test,training,training,training,training,test,training,training,test,test,training,training,test,test,test,test,training,test,test,test,training,training,test,test
100,101,item_101,food_drink,nouns,chocolate,chocolate,chocolate,,,chocolate,FALSE,,25,4.72,2.454545455,5.903225806,6.307692308,0.611111111,4.555555556,2.444444444,1.111111111,3.444444444,3.388888889,0.15,2.1,2.3,4.5,0.7,6,,1.469029786,7.63,5.14,2.37,4.86,5.88,,2.142857143,1877.14126,6.747191011,305,chocolate,test,test,training,test,training,test,test,test,training,test,training,test,test,training,training,test,test,training,training,test,test,test,test,test,test
101,102,item_102,food_drink,nouns,coffee,coffee,coffee,,,coffee,FALSE,,26,4.81,4.6,4.833333333,5.538461538,1,4.611111111,1.722222222,1.555555556,4.277777778,4,0.19047619,2,2.142857143,4.095238095,1.285714286,4,,1.530330984,7,5.1,3,4.9,6.12,,2.285714286,2066.42508,6.280388979,410,coffee,test,training,training,training,test,test,test,test,test,test,training,test,test,test,test,test,test,training,test,test,test,test,test,test,test
102,103,item_103,food_drink,nouns,coke,coke,coke,,,coke,FALSE,,30,4.83,3.636363636,3.466666667,6.2,0.947368421,4.184210526,1.263157895,1.236842105,1.5,3.578947368,0,1.947368421,1.947368421,4.105263158,0.263157895,3,2.652173913,1.614909789,6.55,4.3,3.45,5.7,5.53,6.8,1.5,2838.759776,6.9,55,coke,test,test,test,test,training,test,test,test,test,test,test,test,training,training,training,test,test,training,test,test,test,test,training,training,test
103,104,item_104,food_drink,nouns,cookie,cookie,cookie,,,cookie,FALSE,,19,5,3.4,6.378378378,6.5,0.45,4,2.8,0.55,3.35,4,0,2.2,1.8,4.3,1.35,4,,1.526510741,7.32,4.7,2.68,5.3,6.1,,4.727272727,4159.625341,5.453503185,560,cookie,test,test,training,training,test,test,training,training,training,test,test,training,training,test,test,test,training,test,test,test,test,test,test,test,test
104,105,item_105,food_drink,nouns,corn,corn,corn,,,corn,FALSE,,25,4.96,3.454545455,6.225806452,6,0.631578947,4.578947368,3.052631579,1.263157895,2.842105263,4.105263158,0.473684211,2.578947368,1.578947368,3.684210526,0.368421053,4,,1.451231198,5.95,3.43,4.05,6.57,5.65,6.8,1.818181818,1814.437709,5.772189349,268,corn,training,training,training,training,test,test,training,test,test,test,test,training,test,training,training,test,test,training,test,test,test,test,test,training,test
105,106,item_106,food_drink,nouns,cracker,cracker,cracker,,,cracker,FALSE,,21,4.96,4.4,6.52,5.24,1.157894737,4.526315789,2.631578947,0.631578947,1.578947368,3.315789474,0.263157895,2.157894737,1.736842105,3.368421053,0.473684211,5,2.291666667,1.568685941,5.11,3.64,4.89,6.36,5.26,,4.666666667,4265.599735,6.15,219,cracker,test,test,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
108,109,item_109,food_drink,nouns,egg,egg,egg,,,egg,FALSE,,23,4.97,4.2,6.558823529,6.068965517,0.875,4.0625,3.1875,0.25,2.9375,3.5625,0.428571429,2,1.714285714,2.857142857,0.476190476,2,,1.435895734,5.95,3.28,4.05,6.72,5.74,,3.636363636,1845.025757,6.604379562,507,egg,training,test,test,training,test,test,test,training,test,test,test,test,test,training,test,test,training,test,test,test,test,test,test,test,test
110,111,item_111,food_drink,nouns,food,food,food,,,food,FALSE,,24,4.8,3,6.827586207,6.470350404,1.578947368,4.578947368,3.578947368,1.368421053,4.105263158,4.105263158,0.173913043,2.347826087,2.260869565,3.869565217,1.217391304,3,4,1.76823424,7.52,4.69,2.48,5.31,6.08,6,5.888888889,3411.469514,9.122813836,935,food,training,training,test,test,test,test,test,training,test,test,test,test,training,test,training,test,test,test,test,test,test,test,training,training,test
114,115,item_115,food_drink,nouns,gum,gum,gum,,,gum,FALSE,,29,4.89,4.818181818,5.846153846,6.36,1.117647059,3.235294118,2.058823529,0.823529412,1.588235294,2.764705882,0.263157895,0.789473684,0.842105263,4.210526316,0.210526316,3,,1.67795512,5.89,3.2,4.11,6.8,4.92,6.4,3.714285714,1879.229288,7.224137931,98,gum,training,training,test,training,training,training,training,training,training,training,test,test,training,test,training,test,training,test,test,training,test,test,test,test,training
115,116,item_116,food_drink,nouns,hamburger,hamburger,hamburger,,,hamburger,FALSE,,26,5,4.8,6.12,6.148148148,0.411764706,4.882352941,2.588235294,0.647058824,3.470588235,3.941176471,0.277777778,3.277777778,2.333333333,4.111111111,1.333333333,7,3.681818182,1.630192293,6.93,4.2,3.07,5.8,5.35,,1.416666667,2470.946432,5.478873239,230,hamburger,test,training,training,training,training,training,test,training,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test
116,117,item_117,food_drink,nouns,ice,ice,ice,,,ice,FALSE,,24,4.89,5.416666667,5.857142857,5.458333333,1.375,2.625,3.75,1.3125,0.125,4.3125,1.65,3.45,2.35,3.65,1.3,2,,1.599303342,6.06,3.3,3.94,6.7,4.89,6.3,2.25,3027.972896,6.501886792,451,ice,training,test,training,test,training,training,training,test,training,training,training,test,test,training,test,test,test,test,test,test,test,test,test,test,test
119,120,item_120,food_drink,nouns,jelly,jelly,jelly,,,jelly,FALSE,,28,4.93,5.4,5.214285714,5.48,0.333333333,4,3,0.555555556,2.388888889,3.666666667,0.2,1.7,1.6,3.55,0.5,4,,1.610377057,5.9,3.63,4.1,6.37,5.68,,2.5,1097.667583,6.788321168,154,jelly,test,training,training,test,training,test,training,training,training,training,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test
120,121,item_121,food_drink,nouns,juice,juice,juice,,,juice,FALSE,,20,4.89,5.166666667,6.129032258,5.739130435,0.25,4.75,0.85,0.6,2.05,3.7,0.05,2.2,1.55,4.05,1.1,3,1.64,1.327955138,6.9,4.6,3.1,5.4,5.74,6.3,6.75,3494.212399,5.808727948,641,juice,test,training,test,test,training,training,test,test,training,training,training,training,training,test,test,test,test,training,test,test,test,test,test,test,test
121,122,item_122,food_drink,nouns,lollipop,lollipop,lollipop,,,lollipop,FALSE,,28,4.96,4.181818182,6.47826087,6.48,0.125,3.8125,2,0.4375,1.5625,4,0,1.882352941,1.411764706,4.235294118,0.411764706,7,1.454545455,1.667327932,7.29,3.88,2.71,6.12,6.1,,5.181818182,3739.715755,7.909090909,84,lollipop,test,training,training,test,training,training,training,test,training,training,test,training,test,training,training,training,training,test,test,training,test,test,test,test,training
122,123,item_123,food_drink,nouns,meat,meat,meat,,,meat,FALSE,,27,4.9,3.1,5.451612903,5.52173913,0.421052632,4.631578947,2.947368421,0.736842105,3.315789474,3.526315789,0.095238095,1.380952381,1.380952381,3.761904762,1.047619048,3,,1.51280055,6.62,4.3,3.38,5.7,5.58,6.3,2.416666667,2214.265315,6.443365696,245,meat,training,test,training,test,test,test,test,test,test,training,training,test,test,training,test,test,test,training,test,test,test,test,training,test,test
124,125,item_125,food_drink,nouns,milk,milk,milk,,,milk,FALSE,,18.5,4.92,5.090909091,6.72,5.956521739,0.833333333,4.666666667,1.833333333,1.055555556,1.944444444,4.111111111,0.222222222,1.222222222,1.5,4.055555556,1.5,4,,1.507544833,6.74,2.33,3.26,7.67,6.31,6.5,9.125,2841.951327,6.371611983,583,milk,training,test,test,training,test,test,training,training,training,test,training,training,test,test,training,test,test,training,test,training,training,test,test,test,test
125,126,item_126,food_drink,nouns,muffin,muffin,muffin,,,muffin,FALSE,,27,4.78,3.545454545,5.96969697,5.875,0.944444444,4.388888889,3.5,0.777777778,3.611111111,3.833333333,0,1.894736842,1.157894737,4.421052632,0.526315789,5,,,7.1,4.05,2.9,5.95,6.29,,2.307692308,2297.988422,6.791044776,166,muffin,test,training,training,test,test,test,test,test,test,test,test,test,training,training,test,test,test,training,training,test,test,test,test,test,test
132,133,item_133,food_drink,nouns,pickle,pickle,pickle,,,pickle,FALSE,,27,4.64,4,5.739130435,5.730769231,0.823529412,4.529411765,2.764705882,1,3,3.647058824,0,1.333333333,0.722222222,2.722222222,0,5,,1.567348838,6.52,3.48,3.48,6.52,5.84,,1.133333333,1163.358801,7.97260274,77,pickle,test,test,test,test,training,training,test,test,test,test,training,test,training,test,test,test,test,test,test,test,test,training,test,training,test
133,134,item_134,food_drink,nouns,pizza,pizza,pizza,,,pizza,FALSE,,22,5,4,6.75,6.541666667,0.411764706,5,1.941176471,0.705882353,4.411764706,4,0,1.894736842,2.421052632,4.263157895,0.684210526,5,,1.530982608,7.89,4.58,2.11,5.42,5.47,,1.909090909,5108.328245,5.595110024,615,pizza,training,test,test,test,test,test,test,training,test,training,training,test,test,test,test,test,training,training,test,test,test,test,test,test,test
137,138,item_138,food_drink,nouns,potato,potato,potato,,,potato,FALSE,,26,4.85,4.6,6.114285714,5.6,0.25,4.55,3.5,0.3,3.4,4.4,0.19047619,2.333333333,2.19047619,3.904761905,1.380952381,6,,1.5138477,6.4,2.38,3.6,7.62,5.46,,2.833333333,1384.262043,6.627659574,135,potato,test,test,test,test,training,test,training,test,training,test,test,test,training,training,test,test,test,test,test,test,test,training,test,test,test
138,139,item_139,food_drink,nouns,pretzel,pretzel,pretzel,,,pretzel,FALSE,,27,4.74,3.090909091,6.52,6.04,0.25,4.5625,2.8125,0.125,2.5,4.125,0.388888889,2.277777778,1.833333333,3.833333333,1.166666667,7,,,6.81,5.7,3.19,4.3,5.69,,1.545454545,2271.88742,4.702702703,48,pretzel,training,training,test,test,training,test,test,test,training,test,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test
139,140,item_140,food_drink,nouns,pudding,pudding,pudding,,,pudding,FALSE,,30,4.9,4.3,4.625,5.958333333,0.285714286,4.238095238,2.047619048,0.666666667,2.142857143,3.238095238,0.047619048,2.666666667,1.19047619,4.523809524,0.761904762,5,,1.289614522,6.72,3.8,3.28,6.2,5.46,,5.6,1245.634413,5.064102564,106,pudding,training,training,test,training,training,test,training,training,test,test,training,test,test,test,test,training,test,test,test,test,training,training,test,test,test
140,141,item_141,food_drink,nouns,pumpkin,pumpkin,pumpkin,,,pumpkin,FALSE,,26,4.9,3.833333333,6.37037037,5.708333333,0.444444444,3.5,3.722222222,0.666666667,2.611111111,4.333333333,0.380952381,3.380952381,3.428571429,2.619047619,0.571428571,7,1.80952381,1.668959059,7,3.43,3,6.57,5.35,,1.909090909,1641.049129,5.890034364,252,pumpkin,test,training,test,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,training,test,test,test
141,142,item_142,food_drink,nouns,raisin,raisin,raisin,,,raisin,FALSE,,26,4.97,3.4,6.424242424,5.64,0.19047619,4.666666667,2.666666667,0.666666667,2.761904762,3.523809524,0.25,2.55,1.05,3.55,1.1,5,1.476190476,,6.05,3.65,3.95,6.35,5.73,,2.4,1254.115136,6.269230769,124,raisin,test,training,test,training,training,test,test,test,training,training,test,test,test,test,test,test,test,test,training,test,test,test,test,test,test
142,143,item_143,food_drink,nouns,salt,salt,salt,,,salt,FALSE,,29,4.89,4.615384615,5,5.260869565,0.4375,4.5,2.1875,1,0.875,3.25,0.210526316,1.473684211,1.578947368,3.473684211,0.263157895,4,,1.605055447,6.05,4.53,3.95,5.47,6.04,6.2,1,1447.932749,6.427350427,147,salt,training,training,test,test,training,training,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
143,144,item_144,food_drink,nouns,sandwich,sandwich,sandwich,,,sandwich,FALSE,,25,4.9,3.3,6.88,6.333333333,0.526315789,4.421052632,3.473684211,1.368421053,3.263157895,3.894736842,0.222222222,3.111111111,2.333333333,4.611111111,1.777777778,7,1.869565217,1.660890385,7.18,4.94,2.82,5.06,5.57,,2.7,2707.980389,6.653778559,327,sandwich,training,test,test,test,training,training,training,training,training,training,training,test,training,test,test,test,training,training,test,test,test,test,test,test,test
144,145,item_145,food_drink,nouns,sauce,sauce,sauce,,,sauce,FALSE,,28,4.75,3.5,5.692307692,5.130434783,0.35,4.35,1.95,0.7,3.65,3.5,0.25,1.3,1.6,3.2,0.6,3,,0.94760181,6.58,3.95,3.42,6.05,5.85,5.7,1.818181818,1418.766927,7.628742515,194,sauce,test,test,training,training,training,training,training,test,training,test,test,training,training,training,test,training,test,test,test,test,test,test,test,test,test
145,146,item_146,food_drink,nouns,soda/pop,soda,soda,pop,,soda,TRUE,more than one word,28,4.97,4,4.16,6.47826087,1.529411765,4.529411765,1.823529412,0.705882353,1.764705882,3.823529412,0.045454545,1.727272727,1.545454545,3.681818182,0.5,4,,1.506247607,5.47,4.77,4.53,5.23,6.04,,1.2,1764.197337,4.466666667,88,soda,test,test,training,test,training,training,test,test,test,training,test,training,training,training,test,test,test,test,test,test,test,test,test,training,test
146,147,item_147,food_drink,nouns,soup,soup,soup,,,soup,FALSE,,26,4.72,4.6,6.488372093,5.576923077,0.318181818,4.090909091,1.272727273,0.681818182,3.181818182,4.045454545,0.19047619,2.19047619,1.619047619,4.380952381,0.523809524,3,,1.491260909,7.05,4.24,2.95,5.76,6.64,6.5,2.636363636,2921.908153,5.923211169,372,soup,training,test,test,test,test,test,training,training,test,test,test,test,test,test,training,test,test,test,test,training,test,test,test,test,test
147,148,item_148,food_drink,nouns,spaghetti,pasta,spaghetti,,,spaghetti,FALSE,,25,5,3.2,6.470588235,6,1.0625,4.375,2.25,0.5,2.75,3.8125,0.105263158,2.473684211,2.684210526,4.631578947,1.052631579,7,1.652173913,1.527873243,6.91,4.04,3.09,5.96,5.92,,4,3706.108243,5.392008639,402,spaghetti,test,test,training,test,test,training,test,test,test,test,test,training,test,test,test,training,test,test,test,test,test,test,test,test,test
